ID_архива,Номер акта,Дата,Статус,Корпус,Этаж,ID_работы,Система,Работа,Локация,Захватка,Метод привязки,Файл,Ссылка,Подрядчик,Комментарий
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,11,W075,СОУЭ1,Кабель,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,11,W076,СОУЭ1,Распред. короб,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,11,W079,СОУЭ1,Кабель,Стены,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,11,W082,СОУЭ1,Кабель,Шахты,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,12,W075,СОУЭ1,Кабель,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,12,W076,СОУЭ1,Распред. короб,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,12,W079,СОУЭ1,Кабель,Стены,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,12,W082,СОУЭ1,Кабель,Шахты,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,13,W075,СОУЭ1,Кабель,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,13,W076,СОУЭ1,Распред. короб,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,13,W079,СОУЭ1,Кабель,Стены,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,13,W082,СОУЭ1,Кабель,Шахты,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,14,W075,СОУЭ1,Кабель,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,14,W076,СОУЭ1,Распред. короб,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,14,W079,СОУЭ1,Кабель,Стены,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,14,W082,СОУЭ1,Кабель,Шахты,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,15,W075,СОУЭ1,Кабель,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,15,W076,СОУЭ1,Распред. короб,Запотолочка,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,15,W079,СОУЭ1,Кабель,Стены,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11276,7-С5.СБЗ-СОУЭ1,10.07.2026,Есть замечания,К5,15,W082,СОУЭ1,Кабель,Шахты,МОП,имя файла,7-С5.СБЗ-СОУЭ1 Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/b5030d54-811c-421d-8e87-253e35220fd8/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,2,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,2,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,2,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,3,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,3,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,3,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,4,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,4,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,4,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,5,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,5,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,5,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,6,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,6,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,6,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,7,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,7,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,7,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,8,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,8,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,8,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,9,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,9,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,9,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,10,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,10,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,10,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,11,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,11,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,11,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,12,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,12,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,12,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,13,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,13,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,13,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,14,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,14,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,14,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,15,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,15,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,15,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,16,W078,СОУЭ1,Динамик,Потолок,МОП,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,16,W081,СОУЭ1,Динамик,Стены,ЛК,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11275,6-С5.СБЗ-СОУЭ1,10.07.2026,Замечания устранены,К5,16,W084,СОУЭ1,Динамик,Потолок,Квартиры,оборудование→оконечка,"6-С5.СБЗ-СОУЭ1 Эт 2-16 оборудование (МОП-коробки, КВ-динамики) 10.07.2026.pdf",https://acons-app.ru/api/v1/share/checklist/5304c92d-aca1-49cb-95d5-56a3bd90bc1d/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,11,W001,АПС,Кабель,Запотолочка,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,11,W006,АПС,Распред. короб,Запотолочка,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,11,W011,АПС,Кабель,Стены,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,11,W020,АПС,Распред. короб,Стены,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,11,W021,АПС,Кабель,Шахты,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,12,W001,АПС,Кабель,Запотолочка,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
11274,8-С5.СБЗ-АПС,10.07.2026,Есть замечания,К5,12,W006,АПС,Распред. короб,Запотолочка,МОП,имя файла,8-С5.СБЗ-АПС Эт 11-15 алимак Кабель 10.07.2026.pdf,https://acons-app.ru/api/v1/share/checklist/703e0d62-f808-4e30-80c2-f0bebc6022a4/,"ООО ""Топ ID""",
