ID,Очередь,Корпус,Этажи,Раздел,Подраздел,Работа,Номер акта,Дата,Статус,Подрядчик,Загрузил,Замечаний (всего),Замечаний (открытых),Файлы (S3),Google Drive URL,Комментарий,Обработан,Создан,Обновлён,Замечания (открытые),Замечания (закрытые)
7775,СБ3,К10,"14, 15, 16, 17, 18, 19",Слаботочные сети,СОУЭ1,Разводка кабеля,С10 СОУЭ1 14-19эт.,23.09.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/ced296ac-8a58-4af6-ad4f-58b1ac3dc276/,https://drive.google.com/file/d/1h1SI3SMMXy_j5yh9CT5vLvrTPOje3cqV,,Да,2026-04-08,2026-04-08,"Кабельные проходки через стены, Монтаж не окончен, Провисание гофры",
7774,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",Слаботочные сети,СС,Разводка кабеля,С10 СКС А 2-19эт,23.09.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/3d51a147-5742-4777-be3e-cea2d1ca0d64/,https://drive.google.com/file/d/1TLb2z6PhQajG0XM94XqHFchis_ApbTBs,,Да,2026-04-08,2026-04-08,"Выполнить проходки кабельных линий, Шаг крепления гильз, Отсутствует РД",
7773,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",Слаботочные сети,РФ,Разводка кабеля,С10 РТ 2-19эт.,23.09.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/2fcacde8-52fc-4ce0-80dd-e261db05c04a/,https://drive.google.com/file/d/1kXjYgi1Zp_kqsjmsuH5Q6xZldAEdT4_8,,Да,2026-04-08,2026-04-08,"Шаг крепления клипс, Выполнить проходки кабельных линий, Отсутствует РД",
7772,СБ3,К10,"14, 15, 16, 17, 18, 19",Слаботочные сети,АСКУЭ,Разводка кабеля,С10 АСКУЭ 14-19эт.,23.09.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/05aa2d85-4618-4425-9c34-e61befaa24de/,https://drive.google.com/file/d/1moIcKbYfj1V7JxiSsfThnuOSf0Ngwzlx,,Да,2026-04-08,2026-04-08,"Монтаж не окончен, Шаг крепления клипс",
7771,СБ3,К10,"14, 15, 16, 17, 18, 19",Слаботочные сети,АСКУВТ,Разводка кабеля,С10 АСКУВТ 14-19 эт.,23.09.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/4c4ea69b-0a0f-427a-8840-9849256d9517/,https://drive.google.com/file/d/1MS90cRPfpTau2GA7pEVYqRxvjojMnv5T,,Да,2026-04-08,2026-04-08,"Исправить КЖ, Монтаж не окончен, Шаг крепления",
7770,СБ3,К10,"14, 15, 16, 17, 18, 19",Слаботочные сети,АПС,Разводка кабеля,С10 АПС 14-19эт.,23.09.2025,Есть замечания,"ООО ""Топ ID""",,5,5,https://acons-app.ru/api/v1/share/checklist/67c8b0fb-7e7c-4e8b-9c10-0c38f54adba2/,https://drive.google.com/file/d/1qtshs3gcivIE67l_TD6yb9424Qs0T7_N,,Да,2026-04-08,2026-04-08,"Шаг крепления, Выполнить проходку кабельных линий, Монтаж не окончен, Провисание гофры, Отсутствует РД",
7376,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",Слаботочные сети,СС,Разводка кабеля,С8 СКС А 2-16 эт.,29.08.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/6a53c92b-575f-4326-9b93-e25b41afbe7d/,https://drive.google.com/file/d/1OU4ck1bd9wCRXW1eqP3KvIEYFnsOrDFj,,Да,2026-04-08,2026-04-08,"Указать длины на трубах, Отсутствует РД",
7375,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",Слаботочные сети,РФ,Разводка кабеля,С8 РТ 2-16 эт.,29.08.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/7df21883-238b-4890-848f-7fe44abf037c/,https://drive.google.com/file/d/1UgCOcRsemLiCfRFMLBgeVFu4UbAtbRSg,,Да,2026-04-08,2026-04-08,"На схеме не указан метраж труб, Отсутствует РД",
7374,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,С9 УКВ 2-10эт гофра,29.08.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/49ddca40-f880-4175-a25c-78654c058823/,https://drive.google.com/file/d/1DwPFl5VHmY6hntZ47CNaFA_v4MmOk_lQ,"заложена гофра по квартирам в пол по С9 УКВ 2-10эт, чтоб отдать фронта под заливку пола",Да,2026-04-08,2026-04-08,"Монтаж не окончен, Отсутствует РД",
7350,СБ3,К6,"9, 10, 11, 12, 13, 14",Слаботочные сети,СОУЭ1,Разводка кабеля,С6 СОУЭ1 9-14эт.,22.08.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/0c18fa7d-105f-43a0-868b-c61653549502/,https://drive.google.com/file/d/1XBGEX89_C27KgNPXjuI0_m9bEi4KtyAE,,Да,2026-04-08,2026-04-08,"Монтаж не окончен, Отсутствует РД",
7349,СБ3,К6,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",Слаботочные сети,СС,Разводка кабеля,С6 СКС А 3-14эт,22.08.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/c8913d81-252f-45e9-8b88-df63e5809635/,https://drive.google.com/file/d/1x5u-I3GuhiOciQFsXJlnQj11tj1mW-54,,Да,2026-04-08,2026-04-08,"Монтаж не окончен, Отсутствует РД",
7348,СБ3,К6,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",Слаботочные сети,РФ,Разводка кабеля,С6 РТ 3-14эт.,22.08.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/1f01ae6c-777b-463f-9193-193b39620feb/,https://drive.google.com/file/d/1nNqbh4QtgwYJkLw7isYGjYueaKfJd2Tn,,Да,2026-04-08,2026-04-08,Проволока касается фасада,
7347,СБ3,К6,"9, 10, 11, 12, 13, 14",Слаботочные сети,АСКУЭ,Разводка кабеля,С6 АСКУЭ 9-14эт.,22.08.2025,Принято,"ООО ""Топ ID""",,4,0,https://acons-app.ru/api/v1/share/checklist/59188ec2-634d-41e2-aaf8-18f8ee2c9961/,https://drive.google.com/file/d/1YTbL6sEttMey8YWK3zFxgvhrRnJEOfUo,,Да,2026-04-08,2026-04-08,,"Монтаж не окончен, Неверный шаг крепления, Бирки на кабельных линиях, Отсутствует РД"
7346,СБ3,К6,"9, 10, 11, 12, 13, 14",Слаботочные сети,АСКУВТ,Разводка кабеля,С6 АСКУВТ 9-14 эт,22.08.2025,Принято,"ООО ""Топ ID""",,2,0,https://acons-app.ru/api/v1/share/checklist/7f167b31-7fb1-4544-aed3-b4612ecb6c1b/,https://drive.google.com/file/d/1xy-5bVa1I00hdo9i-XiuK2EpB7Lj4QMn,,Да,2026-04-08,2026-04-08,,"Монтаж не окончен, Отсутствует РД"
7345,СБ3,К6,"9, 10, 11, 12, 13, 14",Слаботочные сети,АПС,Разводка кабеля,С6 АПС 9-14эт.,22.08.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/db9c389e-10a7-4dcc-bc66-c5bb8d623fd8/,https://drive.google.com/file/d/1h10HBJiIVwoyIjYZOGpB30f9wdArHj5A,,Да,2026-04-08,2026-04-08,"Отсутствует схема, Подписать коробки на тех этаже, Неверный шаг крепления, Отсутствует РД",
7342,СБ3,К4,"14, 15, 16",Слаботочные сети,СОУЭ1,Разводка кабеля,С4 СОУЭ1 14-16эт.,21.08.2025,Есть замечания,"ООО ""Топ ID""",,6,6,https://acons-app.ru/api/v1/share/checklist/9fdb8b0c-4a8e-40fa-8e73-92dbe567e1be/,https://drive.google.com/file/d/1EObhEbGSFJ7Gq6Og4wO75ezas9r0_7-J,,Да,2026-04-08,2026-04-08,"Нет перегородок, Монтаж не окончен, Провисание гофры, Отклонение от РД, Отрисовать схему по факту, Отсутствует РД",
7341,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",Слаботочные сети,СС,Разводка кабеля,С4 СКС А 2-16эт.,21.08.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/887a1ff4-bafb-4c6a-9370-201e764fddbb/,https://drive.google.com/file/d/1k4Ekb1n9M2rwRzxSOtOELUO0TX1xEDJB,,Да,2026-04-08,2026-04-08,"Провисание гофры, Отрисовать схему по факту, Гильзы отсутствуют, Отсутствует РД",
7340,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",Слаботочные сети,РФ,Разводка кабеля,С4 РТ 2-16эт.,21.08.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/426fe0b8-cd46-41bf-83b0-7b545a4d45e6/,https://drive.google.com/file/d/1XMNecK6LL3k5OXwn8vtZ11qZ57eP2ww0,в чек листах ИС переделать,Да,2026-04-08,2026-04-08,Проволока касается фасада,
7339,СБ3,К4,"14, 15, 16",Слаботочные сети,АСКУЭ,Разводка кабеля,С4 АСКУЭ 14-16эт.,21.08.2025,Принято,"ООО ""Топ ID""",,4,0,https://acons-app.ru/api/v1/share/checklist/e810a329-f68d-4b55-ba08-bf23a8375d90/,https://drive.google.com/file/d/1aV4seybFAUqgFkbEQ1hcSRJYCwqoGDbm,СЕВЕРИН ошибся РД выдано ВПР потому принято!,Да,2026-04-08,2026-04-08,,"Монтаж не окончен, Неверный шаг крепления, Бирки на кабельных линиях, Отсутствует РД"
7338,СБ3,К4,"14, 15, 16",Слаботочные сети,АСКУВТ,Разводка кабеля,С4 АСКУВТ 14-16эт.,21.08.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/b276393a-b2dd-4755-8e7d-a76677ef0db9/,https://drive.google.com/file/d/10mFUFnY5XQH3bzHnWWJmKHEjxYrk4ISh,СЕВЕРИН ошибся РД выдано ВПР потому принято!,Да,2026-04-08,2026-04-08,,Отсутствует РД
7337,СБ3,К4,"14, 15, 16",Слаботочные сети,АПС,Разводка кабеля,С4 АПС 14-16 эт.,21.08.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/21d02491-0e53-41cd-be25-805803e314c8/,https://drive.google.com/file/d/10w90cq4P_WUFkX9gp_Qre2JZB9bilJrv,"Переделать ИС полностью, подложены не те листы, + в КЖ подают больше факта",Да,2026-04-08,2026-04-08,"Отсутствует схема, Подписать коробки на тех этаже, Неверный шаг крепления, Отсутствует РД",
7323,СБ3,К9,"1.1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СКК,Разводка кабеля,С9 СС.КК тех. эт. - 10 эт.,20.08.2025,Есть замечания,"ООО ""Топ ID""",,6,6,https://acons-app.ru/api/v1/share/checklist/65aca087-7713-4b80-88d8-6a34d5b555c7/,https://drive.google.com/file/d/1MZEI1iHVwqUZIqsob7LJPHDBpzTYgPJ2,смотреть чек лист добавить в ЖАН запись на применения ОСТЕК на С9 и С3,Да,2026-04-08,2026-04-08,"Крепление лотка с отклонением, Не выполнены проемы в перекрытии, Отклонение от РД, Заземлить лотки, Предоставть ИС, Отсутствует РД",
7322,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,РФ,Разводка кабеля,С9 РТ 2-10,20.08.2025,Есть замечания,"ООО ""Топ ID""",,5,5,https://acons-app.ru/api/v1/share/checklist/cbedb910-7d9d-49d1-9dae-da63a4ca17d3/,https://drive.google.com/file/d/1mBkGqh_BjnXZ70kXy7zI6xANyJpZ422j,в чек листе,Да,2026-04-08,2026-04-08,"Отрисовать схему по факту, Провисание гофры, Гильзы не выполнены, Отклонение от РД, Отсутствует РД",
7321,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СС,Разводка кабеля,С9 СКС А,20.08.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/8f52a208-e4dc-4b86-a5bc-10c341ed0541/,https://drive.google.com/file/d/1Z43oqED35zOw0zpihzxKJcZu6GpQiTRo,"Надо отправлять к проектировщикам на корректировку РД, убрать везде строчки о расстоянии в  50 см от других систем.",Да,2026-04-08,2026-04-08,"Отрисовать схему по факту, Отклонение от РД, Гильзы отсутствуют, Отсутствует РД",
7308,СБ3,К8,"10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,СОУЭ1,Разводка кабеля,С8 СОУЭ1_10-17эт.,11.08.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/8c51c479-1ff0-4d19-8a4a-1b2f001338c5/,https://drive.google.com/file/d/1z5y0tfxOi1m3c9aR7JG5CM1P0y4DOr7B,много замечаний к исправлению 10 -17эт.,Да,2026-04-08,2026-04-08,"Прокладка кабелей не по РД, Провисание гофры, Ошибка в журнале кабельных линий",
7307,СБ3,К8,"10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АСКУЭ,Разводка кабеля,С8-АСКУЭ_10-17эт.,11.08.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/e48e981f-3142-47fc-8b3c-d0fdf43c114f/,https://drive.google.com/file/d/1OSYR3VssnIII82D0IBVM_lSr0Nzc4gSj,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
7305,СБ3,К8,"10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АСКУВТ,Разводка кабеля,С8-АСКУВТ_10-17эт.,11.08.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/602d4de2-4803-415f-ae68-355189a361a5/,https://drive.google.com/file/d/15Y9CtWzx9v4A1bBgbEnh4QGg5D7dMc-d,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
7302,СБ3,К8,"10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АПС,Разводка кабеля,С8-АПС_10-17эт.,11.08.2025,Есть замечания,"ООО ""Топ ID""",,6,6,https://acons-app.ru/api/v1/share/checklist/39dad7cb-ccf1-453b-8434-38a9b9c8ba28/,https://drive.google.com/file/d/1Zo41aJCVPDSiuh01yuD95k1wS9inlb6E,колоссально много замечаний 10 эт. по 17 эт. написано в чек листе,Да,2026-04-08,2026-04-08,"Монтаж не окончен, Провисание гофры, Прокладка кабелей не по РД, Ошибка в журнале кабельных линий, Отрисовать схему по факту, Отсутствует РД",
7144,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,СОУЭ1,Разводка кабеля,СОУЭ1 С10 2-13эт.,25.07.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/73cb0c8f-8db8-4401-8257-cfb4771d5bc7/,https://drive.google.com/file/d/1sHzxrauzDENsMHfj0fzr-e01oeUPfign,,Да,2026-04-08,2026-04-08,"Отклонение от РД, Ошибка в монтаже, Ошибка в журнале кабельных линий, Отрисовать схему по факту",
7143,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,АПС,Разводка кабеля,АПС С10 -2-13эт,25.07.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/c2551e68-8a64-4f64-ae4b-038182505d00/,https://drive.google.com/file/d/1bWkAjdt0vNmWP6umFV5gaWRed0Oxw-tU,,Да,2026-04-08,2026-04-08,"Ошибка в журнале кабельных линий, Отрисовать схему по факту, Отсутствует РД",
7066,СБ3,К6,"3, 4, 5, 6, 7, 8",Слаботочные сети,АСКУВТ,Разводка кабеля,АСКУВТ С6,17.07.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/ba96048f-ca6e-4cf0-83ca-d9a8a1da9b1e/,https://drive.google.com/file/d/1gHI5no8IzkTRQO1Djy_ZJRgRNe3LXNkF,РД не выдан в ПР,Да,2026-04-08,2026-04-08,Отсутствует РД,
7065,СБ3,К6,"3, 4, 5, 6, 7, 8",Слаботочные сети,АСКУЭ,Разводка кабеля,АСКУЭ С6,17.07.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/ea5cd037-21e5-4889-ae01-0271668c7930/,https://drive.google.com/file/d/1mp_HMslmxztKpreZPMSHAKj2roekdlVN,Рд не выдана в производство работ,Да,2026-04-08,2026-04-08,Отсутствует РД,
7064,СБ3,К6,"3, 4, 5, 6, 7, 8",Слаботочные сети,АПС,Разводка кабеля,АПС С6,17.07.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/c3ccf53c-4d5b-4cb5-8f18-ed1bfa44ca43/,https://drive.google.com/file/d/1aS0JUvOmbDaLTDi1ee1rGOm3jFGuyDiD,РД не выдана в производство работ,Да,2026-04-08,2026-04-08,Отсутствует РД,
7058,СБ3,К9,1.1,Слаботочные сети,АПС,Разводка кабеля,С9 АПС тех.эт.,16.07.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/7c434548-7d25-4b5c-b9ee-8c6dd9d7652a/,https://drive.google.com/file/d/12zdWqF9QjsTxXI0wIOlgtcnn36gEnqM6,РД не выдана в производство работ,Да,2026-04-08,2026-04-08,"Закрутить саморезы, Отсутствует РД",
6979,СБ3,К4,1.1,Слаботочные сети,АПС,Разводка кабеля,ВЛКЛ03-С4-АПС тех. этаж,11.07.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/ce88b92b-df7a-4d0b-bba8-9607769fe60a/,https://drive.google.com/file/d/1tJNcazeRRwH57c9Bwy17Kw7CL9U-pmm1,"РД не выдана в ПР, не в полном обьеме смонтирована АПС, при монтаже оконечки и расключении предьявить повторно АПС, тех эт.",Да,2026-04-08,2026-04-08,Отсутствует РД,
6978,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,ВЛКЛ03-С4-УКВ,11.07.2025,Есть замечания,"ООО ""Топ ID""",,2,2,https://acons-app.ru/api/v1/share/checklist/fa705f21-746e-470c-90a1-70cadd82b84e/,https://drive.google.com/file/d/18_0vPotA-kMH6rHm5SawzjaBoEgqqdn6,"заложена только гофра в пол до лючков и стены, по стройготовности надо довести трасу до щита кв. СС и затянуть кабель ютп",Да,2026-04-08,2026-04-08,"Смещена коробка, Отсутствует РД",
6976,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,СОУЭ1,Разводка кабеля,ВЛКЛ03-С4-СОУЭ1,11.07.2025,Есть замечания,"ООО ""Топ ID""",,1,1,https://acons-app.ru/api/v1/share/checklist/d0c38610-9220-4ce9-808f-830e9ef473ec/,https://drive.google.com/file/d/1W9rWxuh65GDjmbalQjUP3Ni1KzpITIVI,"замечания по СМР устранены, осталось согласовать ВИС, РД не выдана в ПР, решение по кабелю экран не экран на заказчике.",Да,2026-04-08,2026-04-08,Нет чек листа с замечаниями,
6975,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,АПС,Разводка кабеля,ВЛКЛ03-С4-АПС,11.07.2025,Есть замечания,"ООО ""Топ ID""",,10,10,https://acons-app.ru/api/v1/share/checklist/48f7a50c-a34e-426e-b0e5-70cf0dd242b8/,https://drive.google.com/file/d/1vTj5H95G2kHOoHnniM2g2JiUUUb4oAxT,"ЗАмечания по СМР работам все устранены, обьемы потверждены, надо согласовать разрез ВИС Мокап 2 эт., + решение по кабелю для линии оповещение АПС про экран. или не экран по решению заказчика.",Да,2026-04-08,2026-04-08,"Добавить крепления, Выравнить кабельные линии, Исправить КЖ, Неполная проверка, Кабельные бирки по КЖ, Объемы не подтверждены, Исправить ИС, Предоставить сертификаты, Прокладка кабелей не по РД, Отсутствует РД",
6974,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,АСКУВТ,Разводка кабеля,ВЛКЛ03-С4-АСКУВТ,11.07.2025,Принято,"ООО ""Топ ID""",,6,0,https://acons-app.ru/api/v1/share/checklist/66b57628-fa56-4417-bb4a-b577c40dd060/,https://drive.google.com/file/d/1gWPTW8vWJVyuHOIMVvVr2LIPbMopAt7u,,Да,2026-04-08,2026-04-08,,"Объемы не подтверждены, Прокладка кабеля не по РД, Неполная проверка, Кабельные бирки по КЖ, Исправить ИС, Предоставить сертификаты"
6936,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОУЭ1,Разводка кабеля,ВЛКЛ03-С10-СОУЭ1,08.07.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/185b7113-86cc-4f39-a117-2ce27668c9ae/,https://drive.google.com/file/d/1pe9Rm41BuhW8ZfqS5jmHLnbMxYYdKyYS,"Привести в соответствие ИС и КЖ, при повторной приемке можно получить результат принято!",Да,2026-04-08,2026-04-08,"Ошибка в монтаже, Ошибка в журнале кабельных линий, Отрисовать схему по факту, Отсутствует РД",
6935,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУЭ,Разводка кабеля,ВЛКЛ03-С10-АСКУЭ,08.07.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/b0cb5a6c-e5bf-4722-9755-9043d9ad97e0/,https://drive.google.com/file/d/1D2k0LBKaAsbta1SH1BzOKG1uYWk3XKHv,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
6934,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУВТ,Разводка кабеля,ВЛКЛ03-С10-АСКУВТ,08.07.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/5e450d71-97aa-4313-b8f3-f39fc7138473/,https://drive.google.com/file/d/1rtM1dTPDTWYpi9Rh9c-6ed0oIa8bC1PK,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
6933,СБ3,К10,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Разводка кабеля,ВЛКЛ03-С10-АПС,08.07.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/f2072144-79af-46fb-9eca-dad348d51767/,https://drive.google.com/file/d/12JmdwZESfFck8-lTlh2Vo7J1t5g4tqV1,"в основном косяки личные Топ Айди, схемы не совпадают с фактом прокладки, КЖ не соотвецтвует биркам, РД не выдана в ПР",Да,2026-04-08,2026-04-08,"Размеры на схемах, Размеры на бирках, Отрисовать схему по факту, Отсутствует РД",
6921,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОУЭ1,Разводка кабеля,ВЛКЛ03-С9-СОУЭ1,04.07.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/a8064f61-3404-45b8-9603-88fdec5174ff/,https://drive.google.com/file/d/1pnhD2bAB1l5-UcoR2vOHFfkr0-GgBaCX,"в основном в замечаниях ссылка на стадию П, остальные устраняемые обьемы в  целом потверждены.",Да,2026-04-08,2026-04-08,"Добавить клины при пересечении, Отклонение от РД, Отрисовать схему по факту",
6920,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУЭ,Разводка кабеля,ВЛКЛ03-С9-АСКУЭ,04.07.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/21ad3b55-10c0-4bf4-9c9b-f28f9365b1f8/,https://drive.google.com/file/d/1dERjBnltGdI3rv_qP1yD1Lpk60b7YbN6,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
6919,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУВТ,Разводка кабеля,ВЛКЛ03-С9-АСКУВТ,04.07.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/5b8e9fd4-0105-4158-b175-3a696ac92d09/,https://drive.google.com/file/d/14msVZTKKtrGpJxb6q7zOtmLcU_6KY8vJ,,Да,2026-04-08,2026-04-08,,Нет чек листа с замечаниями
6918,СБ3,К9,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Разводка кабеля,ВЛКЛ03-С9-АПС,04.07.2025,Есть замечания,"ООО ""Топ ID""",,3,3,https://acons-app.ru/api/v1/share/checklist/e906e1cc-4739-4818-bdb4-9f05b8c0da41/,https://drive.google.com/file/d/1z-kBAVC61B5n6lDucqhJPZS4dFSupIug,в основном серьёзные замечания по стади П в РД по другому. остальные мелкие замечания устраняемы...,Да,2026-04-08,2026-04-08,"Добавить клины при пересечении, Отрисовать схему по факту, Отсутствует РД",
6753,СБ3,К4,"1.1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,СКК,Разводка кабеля,С4 СС.КК тех. эт до 13 эт.,20.06.2025,Есть замечания,"ООО ""Топ ID""",,8,8,https://acons-app.ru/api/v1/share/checklist/5212300d-187c-4968-bb0a-06be78669179/,https://drive.google.com/file/d/1KF1l0ryh10Bx6L-3yBfHcjxy7J5HI3oB,,Да,2026-04-08,2026-04-08,"Объемы не подтверждены, НЕполная проверка, Монтаж не окончен, Заземлить лотки, Монтаж не по РД, Предоставить сертификаты, Предоставть ИС, Отсутствует РД",
6752,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,АСКУЭ,Разводка кабеля,С4 АСКУЭ с 2 по 13 эт.,20.06.2025,Принято,"ООО ""Топ ID""",,5,0,https://acons-app.ru/api/v1/share/checklist/f5fd0b81-1203-46f5-90fa-4cc7abfb5103/,https://drive.google.com/file/d/1olpvcOlztbae83Jc4-coxNcrVAx8sF5X,старт 21.05.2025 сдано и принято 20.06.2025 на 5й раз.,Да,2026-04-08,2026-04-08,,"Неполная проверка, Объемы не подтверждены, Кабельные бирки по КЖ, Исправить ИС, Предоставить сертификаты"
6751,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Слаботочные сети,АСКУВТ,Разводка кабеля,С4-АСКУВТ 20.06.2025,20.06.2025,Есть замечания,"ООО ""Топ ID""",,6,6,https://acons-app.ru/api/v1/share/checklist/96ace878-aacf-4dc9-98cb-7347c1626cfb/,https://drive.google.com/file/d/1KACth4rJ7q0ulJx-fcnuvarCNZrOdptH,,Да,2026-04-08,2026-04-08,"Объемы не подтверждены, Прокладка кабеля не по РД, Неполная проверка, Кабельные бирки по КЖ, Исправить ИС, Предоставить сертификаты",
