ID,Очередь,Корпус,Этажи,Раздел,Подраздел,Работа,Номер акта,Дата,Статус,Подрядчик,Загрузил,Замечаний (всего),Замечаний (открытых),Файлы (S3),Google Drive URL,Комментарий,Обработан,Создан,Обновлён,Замечания (открытые),Замечания (закрытые)
9277,СБ3,К1,4,Слаботочные сети,УД,Разводка кабеля,С1 УКВ 4 эт. кабель,17.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/6ee61caf-a024-4265-bce0-c664f08d664b/,https://drive.google.com/file/d/1hBawkd5zinOytA6S7OHJK2Gqjzhz2dfL,,Нет,2026-04-08,2026-04-08,,
9276,СБ3,К1,4,Слаботочные сети,СОТС,Монтаж оконечных устройств,С1 СОТС 4эт оборудован.,17.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/5ab961ea-4851-48ab-8d42-fa710ebb71f9/,https://drive.google.com/file/d/1_sWVUIph5hMuZH0Il963zrR8Ha7e9Wn-,надо подписать просто там где принято,Нет,2026-04-08,2026-04-08,,
9275,СБ3,К1,4,Слаботочные сети,СОТС,Разводка кабеля,С1 СОТС 4эт кабель,17.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/600d05e0-77c0-45cf-a4ff-68682c9650d9/,https://drive.google.com/file/d/12XoysWr5E03I6RjmChXnKus48gnPK3WH,,Нет,2026-04-08,2026-04-08,,
9274,СБ3,К1,4,Слаботочные сети,СС,Монтаж оконечных устройств,С1 СКС-А 4эт. оборудован,17.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/a427df3d-01da-4eac-b4be-b17ca0f3508b/,https://drive.google.com/file/d/1lsxgitPYB48ELACkxX6LtQg0CxuQ0P-p,,Нет,2026-04-08,2026-04-08,,
9273,СБ3,К1,4,Слаботочные сети,РФ,Монтаж оконечных устройств,С1 РТ 4эт оборудован,17.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/6d6dceb1-311e-4bba-be80-5c94941473c7/,https://drive.google.com/file/d/1Hjqd4lzWQhVhRwmQD1Hf1wX5WMHo45Bt,,Нет,2026-04-08,2026-04-08,,
9272,СБ3,К8,2,Слаботочные сети,РФ,Монтаж оконечных устройств,С8 РТ 2эт. МОП +КВ оборудован,17.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/dfc98ade-b8e1-46c6-81a5-d4f7b94a6651/,https://drive.google.com/file/d/1IwA_4p6ZfwB96neBg2Yy6_QgwhAFDfZe,,Нет,2026-04-08,2026-04-08,,
9271,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОУЭ1,Монтаж оконечных устройств,С8 СОУЭ1 2-10 эт. оборудован Квартиры,13.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/a60d347e-0d46-4bdc-a31c-944f92c7ab88/,https://drive.google.com/file/d/1kCXeUglmKgoGgdqJwIV0iIoj_Og61B9-,"Поставлены не все коробки над квартирами СОУЭ1 60 подано еще 30 надо, и минус 10 динамиков там где квартира алимак.",Нет,2026-04-08,2026-04-08,,
9270,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,С8 УКВ 2-10 эт.,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/19679dc6-32f5-4ec2-85d8-da06191fccef/,https://drive.google.com/file/d/1nFwhqer0ZxDymgBbVjIAEFrCEAaQMkTl,,Нет,2026-04-08,2026-04-08,,
9269,СБ3,К8,2,Слаботочные сети,УД,Монтаж оконечных устройств,С8 УКВ 2эь оборудован,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/3fab2f13-0139-4b7b-9b90-86002385948d/,https://drive.google.com/file/d/1ltkXT8_G067dzALKtnfTpPx1wIeKPQ0D,,Нет,2026-04-08,2026-04-08,,
9268,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОТС,Разводка кабеля,С8 СОТС 2-10эт. МОП,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/fe64e816-1fb8-4eac-9ec0-efe2c73e906c/,https://drive.google.com/file/d/1Q-XrNim4-lkNyHGwBdGYfqzsoqxBzW2o,,Нет,2026-04-08,2026-04-08,,
9267,СБ3,К8,"2, 3, 4, 5",Слаботочные сети,АПС,Монтаж оконечных устройств,С8 АПС 2-5эт оборудован,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/22c9755a-12eb-4f14-9b4b-003b6bb56e51/,https://drive.google.com/file/d/19Yplbtemc757wmtelQnU5eKp5VSbDhdy,,Нет,2026-04-08,2026-04-08,,
9266,СБ3,К5,3,Слаботочные сети,УД,Монтаж оконечных устройств,С5 УКВ 3эт. оборудован КВ,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/580c0596-0096-44d3-86dc-0f8dab6284cb/,https://drive.google.com/file/d/1Vpmo0Bt1k8R-jE1KnEOJsnjcsc9PAyj1,"Дурят, по количеству СМР и смонтированному оборудованию",Нет,2026-04-08,2026-04-08,,
9264,СБ3,К5,3,Слаботочные сети,СОУЭ2,Монтаж оконечных устройств,С5 СОУЭ2 3 эт. оборуд.,13.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/854c109e-7d0b-424b-a574-2f5eeb417487/,https://drive.google.com/file/d/1zXxYcZeukwjZhjUzwsTeQm4VUBmkSyH_,,Нет,2026-04-08,2026-04-08,,
9263,СБ3,К5,3,Слаботочные сети,СОУЭ1,Монтаж оконечных устройств,С5 СОУЭ1 3 эт. оборудован,13.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/fdfda437-0145-46b3-bda4-ef2fb7f772dd/,https://drive.google.com/file/d/1rCrTWeoR2WgEeegqPnoznX6ned_CbmcT,,Нет,2026-04-08,2026-04-08,,
9262,СБ3,К5,3,Слаботочные сети,РФ,Монтаж оконечных устройств,С5 РТ 3эт. оборуд.,13.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/b1befe64-b3d9-4208-a907-93777392dafc/,https://drive.google.com/file/d/1JP_VpV3-IEqXqPk-qgW_IE6C0y7Z35fh,,Нет,2026-04-08,2026-04-08,,
9261,СБ3,К5,"2, 4",Слаботочные сети,АСКУЭ,Монтаж оконечных устройств,"С5 АСКУЭ 2,4 эт. оборудован",13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/413d6208-1d2d-4fdb-a0e4-a48ae49ccfb3/,https://drive.google.com/file/d/1jiC8pGm5U1NX8_Gym4kaMqHFoNniPwR3,,Нет,2026-04-08,2026-04-08,,
9260,СБ3,К5,"2, 4",Слаботочные сети,АСКУВТ,Монтаж оконечных устройств,"С5 АСКУВТ 2, 4 эт. оборудован",13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/82272c5f-c4b4-453d-a17e-d9e84a24d5e6/,https://drive.google.com/file/d/1awYtJjW76Rnu8J5sNWbNAN6GBF5DR-Qc,,Нет,2026-04-08,2026-04-08,,
9259,СБ3,К5,3,Слаботочные сети,АПС,Монтаж оконечных устройств,С5 АПС 3эт. МОП+КВ оборудован,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/37ac3d60-28f4-4e28-8b0b-2c20a2ba03d8/,https://drive.google.com/file/d/1eB--XdfXAwrr8sUDNaiMTm71mjcb-Tq7,,Нет,2026-04-08,2026-04-08,,
9258,СБ3,К4,"2, 3",Слаботочные сети,УД,Монтаж оконечных устройств,С4 УКВ оборуд. 2-3эт.,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/5077d322-3ef6-41f7-a6a0-c62df02bf300/,https://drive.google.com/file/d/1R9Le9KbxyP-hUQXNJzrs-gSg61hlLsfn,,Нет,2026-04-08,2026-04-08,,
9257,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,С4 УКВ 2-10 эт. кабель,13.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/ec932a72-d0bb-4d06-99ab-6492ca8f2dd1/,https://drive.google.com/file/d/1X3Xw98g93EWTpMXr5qVcnZw6z9cZVf4_,,Нет,2026-04-08,2026-04-08,,
9256,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,РФ,Монтаж оконечных устройств,С4 РТ оборудование 2-10эт.,13.02.2026,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/b8961b08-3a86-4710-95f0-eff46669c532/,https://drive.google.com/file/d/17hhQ2GDBPNSSD1_eJp7nlgv_ouQYAO_O,,Нет,2026-04-08,2026-04-08,,
9208,СБ3,К4,"3, 4, 5, 6, 7, 8, 9",Слаботочные сети,СОУЭ2,Разводка кабеля,С4 СОУЭ2 (3-9 эт.),04.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/6a90cbad-c9ee-4ec6-a853-a201044a06b7/,https://drive.google.com/file/d/1jLHywujaUwSonAmn49kLgMugBcboXWqE,,Нет,2026-04-08,2026-04-08,,
9207,СБ3,К4,2,Слаботочные сети,СОУЭ1,Монтаж оконечных устройств,С4 (СОУЭ1) Моп-Кв (2 эт.),04.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/6648dfa2-3ae9-49c5-a4eb-14978bb9f271/,https://drive.google.com/file/d/1ul7q2UoFrIJc2r8yIvPEkf66jdx-hknu,,Нет,2026-04-08,2026-04-08,,
9206,СБ3,К4,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",Слаботочные сети,АПС,Разводка кабеля,С4 (АПС) Моп-Квартиры (2-16 эт.),04.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/91e39c21-065c-41eb-954a-56231a4e602b/,https://drive.google.com/file/d/1pRmUIBznjM-P_5vLRQyht920QiRDsmmT,,Нет,2026-04-08,2026-04-08,,
9205,СБ3,К4,2,Слаботочные сети,АПС,Монтаж оконечных устройств,С4 (АПС) Моп-Квартиры (2 эт.),04.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/3718259f-81bb-42ca-9ca5-cdea973e2152/,https://drive.google.com/file/d/1jYOxULVyY7pRnl39XlCkXBeq48q1g-eT,,Нет,2026-04-08,2026-04-08,,
9204,СБ3,К4,"3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Монтаж оконечных устройств,С4 (АПС) моп (3-10 эт.) (мон. коробки),04.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/ee22cb3b-ca59-41f3-a3d1-292bef57ee4b/,https://drive.google.com/file/d/1_icHKMOvb7scbfSqmnNMQoIE2JeNGTGj,,Нет,2026-04-08,2026-04-08,,
9211,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Слаботочные сети,СОУЭ1,Разводка кабеля,С8 СОУЭ1 Кв 2-12эт,02.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/eb5d3f3b-ade0-4b0b-afa4-fffaee9ceac6/,https://drive.google.com/file/d/1pynzvXn9N0ZPvONd7298S6Pcw3bw1rXH,,Нет,2026-04-08,2026-04-08,,
9210,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Слаботочные сети,СОУЭ1,Разводка кабеля,С8 (СОУЭ1) Кв (2-12эт.),02.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/1ae91cab-854e-4a48-ac70-0581ddaf1be8/,https://drive.google.com/file/d/1axBOTBGdX2McPH0zEm9sVEhUFGmrMq76,,Нет,2026-04-08,2026-04-08,,
9209,СБ3,К8,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Слаботочные сети,АПС,Разводка кабеля,С8 (АПС) Квартиры (2-12эт.),02.02.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/17562fba-f0d6-45bb-b7a6-b967b4c3a12e/,https://drive.google.com/file/d/1NfRdsCq9iM2FhXgQixpkGVr9dg26GRxX,,Нет,2026-04-08,2026-04-08,,
9120,СБ3,К1,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29",Слаботочные сети,СС,Разводка кабеля,С1 СКС А 6 эт. - 29эт.,30.01.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/db62b84c-b0bb-4ac0-b126-bdc8327cb10b/,https://drive.google.com/file/d/1t3trcTCPMtzgPp_Xq09sl5GnqKQidKTb,,Нет,2026-04-08,2026-04-08,,
9119,СБ3,К1,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29",Слаботочные сети,РФ,Разводка кабеля,С1 РТ эт 6-29 эт,30.01.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/9b55b9e6-1589-4cee-a542-e0bbdd415239/,https://drive.google.com/file/d/1Dr2lhvTNXGkyTGzcVPjjTj-sK_6Tu9zR,,Нет,2026-04-08,2026-04-08,,
9030,СБ3,К1,"18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29",Слаботочные сети,АСКУВТ,Разводка кабеля,C1 АСКУВТ 18-29,20.01.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/99d895ed-6071-4a2a-ab59-fe35c9ce94dd/,https://drive.google.com/file/d/1IwIWAJKhOGeTdqEoQA452MhwSKd-R224,,Нет,2026-04-08,2026-04-08,,
9006,СБ3,К1,"18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29",Слаботочные сети,АСКУЭ,Разводка кабеля,С1 АСКУЭ 18-29эт.,13.01.2026,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/e9cd9f7e-e711-4520-88f9-0cbf19f83441/,https://drive.google.com/file/d/1W8NTYL1DeR-jWv4ndp0NZBPaYE4BjYEG,"Подают 275 м кабеля интерфейсного, а гофры в 3 раза больше, СРД пропустил в чек листе почиркать обьем, попросил его сделать это на бумаге.",Нет,2026-04-08,2026-04-08,,
9005,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,С5 УКВ 2-10эт.,29.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/b44f7d6b-b23f-4ab8-a79c-964fc51997f7/,https://drive.google.com/file/d/1lDjtH-RsaNmBE12Zf5q-nhpgVrC1rWnw,,Нет,2026-04-08,2026-04-08,,
9004,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",Слаботочные сети,СКК,Разводка кабеля,С5 СС.КК 2-18эт.,29.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/1f7cf844-502d-4091-9571-65046892a4dd/,https://drive.google.com/file/d/1Z7yXIN_qZk5y_YJibDaSxu-2SsxkHNvj,,Нет,2026-04-08,2026-04-08,,
9003,СБ3,К5,3,Слаботочные сети,СКС2,Разводка кабеля,С5 ССК.О 3эт.,29.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/52f40870-67f0-4ee9-9f9e-40e6b3497c66/,https://drive.google.com/file/d/1FVZeYPd5bdtDEKFl-yz7wKI4LBf4Jj0E,,Нет,2026-04-08,2026-04-08,,
9002,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Разводка кабеля,С5 АПС 2-10эт.,29.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/2273c8c4-da35-471e-91b7-71bf56ac6b14/,https://drive.google.com/file/d/1-pHYWKapoqJHKeZrQpPul0ky_XGi93Ph,,Нет,2026-04-08,2026-04-08,,
8928,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОУЭ2,Разводка кабеля,С5 СОУЭ2 2-10эт,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/1f6a6928-a02e-4008-bef9-cc46045fcd03/,https://drive.google.com/file/d/1faEacggUMYSOAMY0x3nCCUi6grRmLqib,,Нет,2026-04-08,2026-04-08,,
8927,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СОУЭ1,Разводка кабеля,С5 СОУЭ1 2-10эт.,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/991adbcb-1d7d-47e1-9f9f-31660bb99305/,https://drive.google.com/file/d/12RcHtaMk9sNUBH2zJab6sSobBloGPFDF,,Нет,2026-04-08,2026-04-08,,
8926,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,СС,Разводка кабеля,С5 СКС А 2-10эт.,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/24d6bae1-2286-448b-8920-f49cd1c80fde/,https://drive.google.com/file/d/1YJii-Y1phORlH-dcm-ZYPSMbnJTFmcRt,,Нет,2026-04-08,2026-04-08,,
8925,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,РФ,Разводка кабеля,С5 РТ 2-10эт.,24.12.2025,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/f034d65e-8ff4-4e50-8db5-6161495fc18f/,https://drive.google.com/file/d/1HLx1ZxZqSFvVoTM4NbImcW7EbRd9IFwm,Расписаться представителям Топ Айди,Нет,2026-04-08,2026-04-08,,
8924,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУЭ,Разводка кабеля,С5 АСКУЭ 2-10эт.,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/12512e68-9cb8-4990-b3cd-4d45177c1720/,https://drive.google.com/file/d/1d9_JL7XL9gnKLa8E9_5O8cyNukeMDQ2G,,Нет,2026-04-08,2026-04-08,,
8923,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АСКУВТ,Разводка кабеля,С5 АСКУВТ 2-10 эт.,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/c9d4beef-48e9-4029-ab68-5ee9d44a6b07/,https://drive.google.com/file/d/13FTCXNVZYvFVjJ1x7bSQXKWL2sF_E-yg,,Нет,2026-04-08,2026-04-08,,
8922,СБ3,К5,"2, 3, 4, 5, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Разводка кабеля,C5 АПС 2-10 эт.,24.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/8981d277-36ba-4f23-961c-b31046854b6f/,https://drive.google.com/file/d/1SIzvlm0AQaeDCwvoCIrj9EkZxnoP4kIV,,Нет,2026-04-08,2026-04-08,,
8827,СБ3,К4,"6, 7, 8, 9, 10",Слаботочные сети,УД,Разводка кабеля,С4 УКВ кв. 6-10эт. (гофра без кабеля),10.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/e93a58c6-30f8-46f4-9fc3-1a47c0ea2fe4/,https://drive.google.com/file/d/1OtkHPNN5x0KD_bd7WsDc0hTPHUFx5cHA,Предъявили только гофру по,Нет,2026-04-08,2026-04-08,,
8826,СБ3,К4,2,Слаботочные сети,СОУЭ2,Разводка кабеля,С4 СОУЭ2 (МОП) 2эт. (кабель),10.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/2cd7d130-3b2e-436a-a12b-49b2df995a56/,https://drive.google.com/file/d/1SQx8Y8mWxLqyQQuWtxo7VZe_35kZ6qy3,,Нет,2026-04-08,2026-04-08,,
8825,СБ3,К4,2,Слаботочные сети,СКС2,Разводка кабеля,С4 СКС.О МОП 2эт. (кабель),10.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/b96a56f3-f45b-4cd6-a99e-15ac2cddb028/,https://drive.google.com/file/d/14G-SZ9yx61YJT2dW9s851580mqLzvEd2,,Нет,2026-04-08,2026-04-08,,
8824,СБ3,К4,2,Слаботочные сети,АПС,Монтаж оконечных устройств,С4 АПС 2эт. кв+моп (оборудование),10.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/b6164c00-8207-4885-b376-9392a40854ef/,https://drive.google.com/file/d/13InD0Hw1RL4qZbunW5YROog404Lqp6Pf,,Нет,2026-04-08,2026-04-08,,
8823,СБ3,К4,"2, 6, 7, 8, 9, 10",Слаботочные сети,АПС,Разводка кабеля,"С4 АПС КВ. 2, 6-10эт. (кабель)",10.12.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/4054c7b9-efee-495a-91f6-b52af083f8b1/,https://drive.google.com/file/d/1q3FKiEfKZ7o_sIScxySgmHh5dT7fZTkK,,Нет,2026-04-08,2026-04-08,,
8822,СБ3,К4,2,Слаботочные сети,СОУЭ1,Монтаж оконечных устройств,С4 СОУЭ1 2эт (оборудование),10.12.2025,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/2852249a-24c1-4ccf-b42c-b6a22a325861/,https://drive.google.com/file/d/1zB6jXZSNHHVKWkjL73ttD-RZj0TCQXIf,подписать у СРД выйдет с отпуска 15.12.2025,Нет,2026-04-08,2026-04-08,,
8821,СБ3,К4,"6, 7, 8, 9, 10",Слаботочные сети,СОУЭ1,Разводка кабеля,С4 СОУЭ1 квартиры 6-10эт,10.12.2025,Принято,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/a8d37efd-f15a-4a90-a4c4-61bcab7c6b5b/,https://drive.google.com/file/d/1WXehoA9tuaXAeM5doodgb1odAQuHFN42,Надо подать на подпись с 15.12.2025 когда выйдет с отпуска СРД.,Нет,2026-04-08,2026-04-08,,
8464,СБ3,К4,"2, 3, 4, 5",Слаботочные сети,УД,Разводка кабеля,С4 УКВ 2-5эт.,29.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/9dfab4a5-a51d-43ab-9b81-f0a76f7341e8/,https://drive.google.com/file/d/1QR10fZs7VFt78Bnl7RyIZrI5NHeALBWN,"Предъявили только гофру без кабеля чтобы не тормозить смежников, кабель закупают дата поставки.",Нет,2026-04-08,2026-04-08,,
8463,СБ3,К4,"2, 3, 4, 5",Слаботочные сети,СОУЭ1,Разводка кабеля,С4 Кв СОУЭ1 2-5эт.,29.10.2025,Принято,"ООО ""Топ ID""",,1,0,https://acons-app.ru/api/v1/share/checklist/bab356ba-a456-4e6b-9d41-dca13f8d1efc/,https://drive.google.com/file/d/1PJZ2MbKv6phzEDEslorjWv6pOBixn_l6,бирки не везде.,Да,2026-04-08,2026-04-08,,Кабельные бирки по КЖ
8462,СБ3,К4,"2, 3, 4, 5",Слаботочные сети,АПС,Разводка кабеля,С4 Кв. АПС 2-5эт.,29.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/102181af-b353-41b5-8298-471387bfbe1e/,https://drive.google.com/file/d/1Gk9LUObA5zXZiG5pxiRQHMUAYQSLCgxv,,Нет,2026-04-08,2026-04-08,,
8336,СБ3,К1,"2, 3, 4, 5",Слаботочные сети,СС,Разводка кабеля,С1 СКСА 2 по 5эт.,14.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/88e8c105-ee90-437c-8909-19363decb754/,https://drive.google.com/file/d/1V3NyoYSbEQr475ds8rRZtVscgZUXe8s_,,Нет,2026-04-08,2026-04-08,,
8335,СБ3,К1,"2, 3, 4, 5",Слаботочные сети,РФ,Разводка кабеля,С1 РТ 2эт по 5эт,14.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/13b36f19-c04b-4219-b5ba-d3df26b6d589/,https://drive.google.com/file/d/1Zof4RPPo-Ck-BIRLVQryphpdPqHLyCNc,,Нет,2026-04-08,2026-04-08,,
8334,СБ3,К1,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,СОУЭ1,Разводка кабеля,С1 СОУЭ1 2 по 17эт.,14.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/0b60f99e-2692-418e-8cf0-db83311df8bc/,https://drive.google.com/file/d/114iSBu32SdeyydDyVYwNBNjjEvbiQmgv,,Нет,2026-04-08,2026-04-08,,
8333,СБ3,К1,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АСКУЭ,Разводка кабеля,С1 АСКУЭ 2 по 17эт.,14.10.2025,Есть замечания,"ООО ""Топ ID""",,4,4,https://acons-app.ru/api/v1/share/checklist/ed5a280e-41ea-438b-8eb0-1621b36080b4/,https://drive.google.com/file/d/1SHlra7PDEDbwdQlnd4qQXKPkRvVmtI4u,,Да,2026-04-08,2026-04-08,"Отсутствует проходка, Провисание гофры, Маркировка кабельных линий, Монтаж не окончен",
8332,СБ3,К1,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АСКУВТ,Разводка кабеля,С1 АСКУВТ 2 по 17 эт.,14.10.2025,Есть замечания,"ООО ""Топ ID""",,0,0,https://acons-app.ru/api/v1/share/checklist/dc341013-3da5-4084-b473-67e2a1f916f5/,https://drive.google.com/file/d/1K1fKedp-ySfoFq3Bfd-3QHkQeJg80084,,Нет,2026-04-08,2026-04-08,,
8331,СБ3,К1,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",Слаботочные сети,АПС,Разводка кабеля,С1 АПС 2эт по 17 эт.,14.10.2025,Есть замечания,"ООО ""Топ ID""",,5,5,https://acons-app.ru/api/v1/share/checklist/414485d4-8b37-4606-ba2f-e57097491a84/,https://drive.google.com/file/d/1m_Ws9NCA8cT1k3Mla4Md3ZECffxrT9mM,,Да,2026-04-08,2026-04-08,"Гофра зажата воздуховодом, Выполнить проходку кабельных линий, Провисание гофры, Отрисовать схему по факту, Отсутствует РД",
